hpo_id1,hpo_term1,hpo_id2,hpo_term2,inverse_verified_by_llm_openai,inverse_verified_by_llm_aws,inverse_verified_by_llm_deepseek,inverse_verified_by_llm_together,inverse_verified_by_llm_google,inverse_verified_by_llm_xai
HP:0006467,limited shoulder movement,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0006467,limited shoulder movement,HP:0430046,small joint hypermobilty,yes,no,no,no,no,no
HP:0006467,limited shoulder movement,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,no
HP:0006467,limited shoulder movement,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0009742,stiff shoulders,HP:0005639,hyperextensible hand joints,no,no,no,yes,no,yes
HP:0009742,stiff shoulders,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0009742,stiff shoulders,HP:0430046,small joint hypermobilty,no,no,no,yes,no,no
HP:0009742,stiff shoulders,HP:0002761,generalized joint hypermobility,yes,no,no,yes,yes,yes
HP:0009742,stiff shoulders,HP:0430047,large joint hypermobilty,yes,no,no,yes,yes,yes
HP:0005852,limited elbow extension and supination,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0005852,limited elbow extension and supination,HP:0430046,small joint hypermobilty,no,no,no,yes,no,no
HP:0005852,limited elbow extension and supination,HP:0002761,generalized joint hypermobility,yes,no,no,yes,no,yes
HP:0005852,limited elbow extension and supination,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0005852,limited elbow extension and supination,HP:0010485,hyperextensibility at elbow,yes,no,no,yes,yes,yes
HP:0002987,elbow flexion contracture,HP:0005639,hyperextensible hand joints,no,no,no,no,no,yes
HP:0002987,elbow flexion contracture,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0002987,elbow flexion contracture,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,yes
HP:0002987,elbow flexion contracture,HP:0430047,large joint hypermobilty,no,no,no,yes,no,yes
HP:0002987,elbow flexion contracture,HP:0010485,hyperextensibility at elbow,yes,no,no,yes,yes,yes
HP:0003066,limited knee extension,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0003066,limited knee extension,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,no
HP:0003066,limited knee extension,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0003066,limited knee extension,HP:0045086,knee joint hypermobility,yes,no,no,no,yes,yes
HP:0005085,limited knee flexion/extension,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0005085,limited knee flexion/extension,HP:0430046,small joint hypermobilty,no,no,no,yes,no,no
HP:0005085,limited knee flexion/extension,HP:0002761,generalized joint hypermobility,yes,no,no,yes,no,no
HP:0005085,limited knee flexion/extension,HP:0020152,distal joint hypermobility,no,no,no,yes,no,no
HP:0005085,limited knee flexion/extension,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0005085,limited knee flexion/extension,HP:0045086,knee joint hypermobility,yes,no,no,yes,yes,yes
HP:0025261,stiff finger,HP:0005639,hyperextensible hand joints,yes,no,no,yes,no,yes
HP:0025261,stiff finger,HP:0005722,hyperextensible thumb,yes,no,no,no,no,yes
HP:0025261,stiff finger,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0025261,stiff finger,HP:0430046,small joint hypermobilty,yes,no,no,yes,no,yes
HP:0025261,stiff finger,HP:0005620,hypermobility of interphalangeal joints,yes,yes,no,yes,yes,yes
HP:0025261,stiff finger,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,yes
HP:0025261,stiff finger,HP:0020152,distal joint hypermobility,yes,no,no,yes,yes,yes
HP:0025261,stiff finger,HP:0430047,large joint hypermobilty,yes,no,no,no,no,yes
HP:0025261,stiff finger,HP:0006201,hypermobility of distal interphalangeal joints,yes,no,no,yes,yes,yes
HP:0002996,limited elbow movement,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0002996,limited elbow movement,HP:0430046,small joint hypermobilty,yes,no,no,no,no,no
HP:0002996,limited elbow movement,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,no
HP:0002996,limited elbow movement,HP:0430047,large joint hypermobilty,yes,no,no,no,no,yes
HP:0002996,limited elbow movement,HP:0010485,hyperextensibility at elbow,yes,no,yes,yes,yes,yes
HP:0001387,joint stiffness,HP:0005639,hyperextensible hand joints,yes,no,no,yes,yes,yes
HP:0001387,joint stiffness,HP:0045087,hip joint hypermobility,yes,no,no,no,yes,yes
HP:0001387,joint stiffness,HP:0005722,hyperextensible thumb,no,no,no,yes,no,yes
HP:0001387,joint stiffness,HP:0430046,small joint hypermobilty,yes,no,yes,yes,yes,yes
HP:0001387,joint stiffness,HP:0005620,hypermobility of interphalangeal joints,yes,no,no,yes,no,yes
HP:0001387,joint stiffness,HP:0002761,generalized joint hypermobility,yes,no,no,yes,yes,yes
HP:0001387,joint stiffness,HP:0020152,distal joint hypermobility,yes,no,no,yes,no,yes
HP:0001387,joint stiffness,HP:0005072,wrist hypermobility,yes,no,no,yes,no,yes
HP:0001387,joint stiffness,HP:0430047,large joint hypermobilty,yes,no,no,yes,yes,yes
HP:0001387,joint stiffness,HP:0010485,hyperextensibility at elbow,yes,no,yes,yes,no,yes
HP:0001387,joint stiffness,HP:0045086,knee joint hypermobility,yes,no,no,yes,yes,yes
HP:0001387,joint stiffness,HP:0006201,hypermobility of distal interphalangeal joints,yes,no,no,yes,no,yes
HP:0010505,limitation of movement at ankles,HP:0005639,hyperextensible hand joints,no,no,no,no,no,yes
HP:0010505,limitation of movement at ankles,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0010505,limitation of movement at ankles,HP:0430046,small joint hypermobilty,yes,no,no,no,no,yes
HP:0010505,limitation of movement at ankles,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,no
HP:0010505,limitation of movement at ankles,HP:0020152,distal joint hypermobility,yes,no,no,yes,yes,yes
HP:0010505,limitation of movement at ankles,HP:0430047,large joint hypermobilty,yes,no,no,no,no,yes
HP:0006064,limited interphalangeal movement,HP:0005639,hyperextensible hand joints,yes,no,no,yes,yes,yes
HP:0006064,limited interphalangeal movement,HP:0005722,hyperextensible thumb,yes,no,no,no,no,yes
HP:0006064,limited interphalangeal movement,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0006064,limited interphalangeal movement,HP:0430046,small joint hypermobilty,yes,no,no,yes,no,yes
HP:0006064,limited interphalangeal movement,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,yes
HP:0006064,limited interphalangeal movement,HP:0020152,distal joint hypermobility,yes,no,no,yes,yes,yes
HP:0006064,limited interphalangeal movement,HP:0430047,large joint hypermobilty,yes,no,no,no,no,no
HP:0005060,limited elbow flexion/extension,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0005060,limited elbow flexion/extension,HP:0430046,small joint hypermobilty,no,no,no,no,no,yes
HP:0005060,limited elbow flexion/extension,HP:0002761,generalized joint hypermobility,no,no,no,yes,no,no
HP:0005060,limited elbow flexion/extension,HP:0020152,distal joint hypermobility,no,no,no,yes,no,no
HP:0005060,limited elbow flexion/extension,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0005060,limited elbow flexion/extension,HP:0010485,hyperextensibility at elbow,yes,no,yes,yes,yes,yes
HP:0031013,ankylosis,HP:0005639,hyperextensible hand joints,yes,no,no,yes,no,yes
HP:0031013,ankylosis,HP:0045087,hip joint hypermobility,yes,no,no,yes,yes,yes
HP:0031013,ankylosis,HP:0005722,hyperextensible thumb,no,no,no,yes,no,yes
HP:0031013,ankylosis,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0031013,ankylosis,HP:0430046,small joint hypermobilty,yes,no,no,yes,yes,yes
HP:0031013,ankylosis,HP:0005620,hypermobility of interphalangeal joints,yes,no,no,yes,yes,yes
HP:0031013,ankylosis,HP:0002761,generalized joint hypermobility,yes,no,no,yes,yes,yes
HP:0031013,ankylosis,HP:0020152,distal joint hypermobility,yes,no,no,yes,no,yes
HP:0031013,ankylosis,HP:0005072,wrist hypermobility,yes,no,no,yes,no,yes
HP:0031013,ankylosis,HP:0430047,large joint hypermobilty,yes,no,no,no,yes,yes
HP:0031013,ankylosis,HP:0010485,hyperextensibility at elbow,yes,no,no,yes,no,yes
HP:0031013,ankylosis,HP:0045086,knee joint hypermobility,yes,no,no,yes,yes,yes
HP:0031013,ankylosis,HP:0006201,hypermobility of distal interphalangeal joints,yes,no,no,no,no,yes
HP:0008800,limited hip movement,HP:0045087,hip joint hypermobility,yes,yes,no,yes,yes,yes
HP:0008800,limited hip movement,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0008800,limited hip movement,HP:0430046,small joint hypermobilty,yes,no,no,no,no,yes
HP:0008800,limited hip movement,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,yes
HP:0008800,limited hip movement,HP:0430047,large joint hypermobilty,yes,no,no,no,no,yes
HP:0025263,stiff knee,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0025263,stiff knee,HP:0430046,small joint hypermobilty,yes,no,no,no,no,yes
HP:0025263,stiff knee,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,no
HP:0025263,stiff knee,HP:0430047,large joint hypermobilty,yes,no,no,no,yes,yes
HP:0025263,stiff knee,HP:0045086,knee joint hypermobility,yes,yes,no,yes,yes,yes
HP:0005198,stiff interphalangeal joints,HP:0005639,hyperextensible hand joints,yes,no,no,yes,yes,yes
HP:0005198,stiff interphalangeal joints,HP:0005722,hyperextensible thumb,yes,no,no,no,no,yes
HP:0005198,stiff interphalangeal joints,HP:0001382,joint hypermobility,yes,yes,no,yes,yes,yes
HP:0005198,stiff interphalangeal joints,HP:0430046,small joint hypermobilty,yes,no,no,yes,yes,yes
HP:0005198,stiff interphalangeal joints,HP:0002761,generalized joint hypermobility,yes,yes,no,yes,yes,yes
HP:0005198,stiff interphalangeal joints,HP:0020152,distal joint hypermobility,yes,no,no,yes,no,yes
HP:0005198,stiff interphalangeal joints,HP:0430047,large joint hypermobilty,yes,no,no,no,yes,no
HP:0006471,fixed elbow flexion,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0006471,fixed elbow flexion,HP:0002761,generalized joint hypermobility,no,no,no,no,no,yes
HP:0006471,fixed elbow flexion,HP:0430047,large joint hypermobilty,no,no,no,yes,no,yes
HP:0006471,fixed elbow flexion,HP:0010485,hyperextensibility at elbow,yes,no,no,yes,yes,yes
HP:0001377,limited elbow extension,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0001377,limited elbow extension,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,no
HP:0001377,limited elbow extension,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0001376,limitation of joint mobility,HP:0005639,hyperextensible hand joints,yes,no,no,yes,yes,yes
HP:0001376,limitation of joint mobility,HP:0045087,hip joint hypermobility,yes,no,no,no,yes,yes
HP:0001376,limitation of joint mobility,HP:0005722,hyperextensible thumb,yes,no,no,no,no,yes
HP:0001376,limitation of joint mobility,HP:0430046,small joint hypermobilty,yes,no,no,yes,yes,yes
HP:0001376,limitation of joint mobility,HP:0005620,hypermobility of interphalangeal joints,yes,yes,no,yes,yes,yes
HP:0001376,limitation of joint mobility,HP:0002761,generalized joint hypermobility,yes,yes,no,yes,yes,yes
HP:0001376,limitation of joint mobility,HP:0020152,distal joint hypermobility,yes,no,no,no,yes,yes
HP:0001376,limitation of joint mobility,HP:0005072,wrist hypermobility,yes,no,no,no,no,yes
HP:0001376,limitation of joint mobility,HP:0430047,large joint hypermobilty,yes,no,yes,yes,yes,yes
HP:0001376,limitation of joint mobility,HP:0010485,hyperextensibility at elbow,yes,no,no,yes,no,yes
HP:0001376,limitation of joint mobility,HP:0045086,knee joint hypermobility,yes,no,no,yes,yes,yes
HP:0001376,limitation of joint mobility,HP:0006201,hypermobility of distal interphalangeal joints,yes,no,no,no,yes,yes
HP:0025265,stiff toe,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0025265,stiff toe,HP:0430046,small joint hypermobilty,yes,no,no,yes,no,yes
HP:0025265,stiff toe,HP:0005620,hypermobility of interphalangeal joints,yes,no,no,yes,yes,yes
HP:0025265,stiff toe,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,no
HP:0025265,stiff toe,HP:0020152,distal joint hypermobility,yes,no,no,yes,yes,yes
HP:0025265,stiff toe,HP:0430047,large joint hypermobilty,yes,no,no,no,no,no
HP:0025265,stiff toe,HP:0006201,hypermobility of distal interphalangeal joints,yes,no,no,yes,yes,yes
HP:0003184,decreased hip abduction,HP:0045087,hip joint hypermobility,yes,no,no,no,no,yes
HP:0003184,decreased hip abduction,HP:0001382,joint hypermobility,no,no,no,no,no,yes
HP:0003184,decreased hip abduction,HP:0430047,large joint hypermobilty,no,no,no,yes,no,yes
HP:0006394,limited pronation/supination of forearm,HP:0001382,joint hypermobility,no,no,no,yes,no,yes
HP:0006394,limited pronation/supination of forearm,HP:0002761,generalized joint hypermobility,no,no,no,yes,no,no
HP:0006394,limited pronation/supination of forearm,HP:0430047,large joint hypermobilty,no,no,no,yes,no,yes
HP:0006376,limited elbow flexion,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0006376,limited elbow flexion,HP:0430046,small joint hypermobilty,yes,no,no,no,no,no
HP:0006376,limited elbow flexion,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0006376,limited elbow flexion,HP:0010485,hyperextensibility at elbow,yes,no,yes,yes,yes,yes
HP:0006595,scapulohumeral synostosis,HP:0001382,joint hypermobility,no,no,no,no,no,yes
HP:0006595,scapulohumeral synostosis,HP:0002761,generalized joint hypermobility,no,no,no,yes,no,yes
HP:0006595,scapulohumeral synostosis,HP:0430047,large joint hypermobilty,no,no,no,no,no,yes
HP:0033475,limited shoulder abduction,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0033475,limited shoulder abduction,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,no
HP:0033475,limited shoulder abduction,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0025258,stiff neck,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0025258,stiff neck,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,yes
HP:0006248,limited wrist movement,HP:0005639,hyperextensible hand joints,yes,no,no,no,no,yes
HP:0006248,limited wrist movement,HP:0005722,hyperextensible thumb,yes,no,no,no,no,no
HP:0006248,limited wrist movement,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0006248,limited wrist movement,HP:0430046,small joint hypermobilty,yes,no,no,no,no,yes
HP:0006248,limited wrist movement,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,yes
HP:0006248,limited wrist movement,HP:0020152,distal joint hypermobility,no,no,no,no,no,yes
HP:0006248,limited wrist movement,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0005197,generalized morning stiffness,HP:0045087,hip joint hypermobility,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0005722,hyperextensible thumb,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0001382,joint hypermobility,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0430046,small joint hypermobilty,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0005620,hypermobility of interphalangeal joints,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0002761,generalized joint hypermobility,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0005072,wrist hypermobility,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0430047,large joint hypermobilty,no,no,no,no,no,yes
HP:0005197,generalized morning stiffness,HP:0006201,hypermobility of distal interphalangeal joints,no,no,no,no,no,yes
HP:0008090,ankylosis of feet small joints,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0008090,ankylosis of feet small joints,HP:0430046,small joint hypermobilty,yes,no,no,yes,yes,yes
HP:0008090,ankylosis of feet small joints,HP:0005620,hypermobility of interphalangeal joints,yes,no,no,yes,yes,yes
HP:0008090,ankylosis of feet small joints,HP:0002761,generalized joint hypermobility,yes,no,no,yes,yes,yes
HP:0008090,ankylosis of feet small joints,HP:0020152,distal joint hypermobility,yes,no,no,yes,no,yes
HP:0008090,ankylosis of feet small joints,HP:0430047,large joint hypermobilty,yes,no,no,no,no,no
HP:0008090,ankylosis of feet small joints,HP:0006201,hypermobility of distal interphalangeal joints,no,no,no,yes,no,no
HP:0033482,limited shoulder flexion,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0033482,limited shoulder flexion,HP:0430046,small joint hypermobilty,no,no,no,no,no,yes
HP:0033482,limited shoulder flexion,HP:0002761,generalized joint hypermobility,no,no,no,no,no,yes
HP:0033482,limited shoulder flexion,HP:0430047,large joint hypermobilty,yes,no,no,yes,no,yes
HP:0025259,stiff elbow,HP:0001382,joint hypermobility,yes,no,no,no,yes,yes
HP:0025259,stiff elbow,HP:0430046,small joint hypermobilty,yes,no,no,yes,no,no
HP:0025259,stiff elbow,HP:0002761,generalized joint hypermobility,yes,no,no,no,yes,no
HP:0025259,stiff elbow,HP:0020152,distal joint hypermobility,yes,no,no,no,no,no
HP:0025259,stiff elbow,HP:0430047,large joint hypermobilty,yes,no,no,yes,yes,yes
HP:0025259,stiff elbow,HP:0010485,hyperextensibility at elbow,yes,no,no,yes,yes,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0005639,hyperextensible hand joints,yes,no,no,yes,yes,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0005722,hyperextensible thumb,yes,no,no,no,no,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0001382,joint hypermobility,yes,no,no,yes,yes,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0430046,small joint hypermobilty,yes,no,no,yes,yes,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0002761,generalized joint hypermobility,yes,no,no,no,no,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0020152,distal joint hypermobility,yes,no,no,yes,yes,yes
HP:0006203,decreased movement range in interphalangeal joints,HP:0430047,large joint hypermobilty,yes,no,no,no,no,no
HP:0006203,decreased movement range in interphalangeal joints,HP:0006201,hypermobility of distal interphalangeal joints,yes,no,yes,yes,yes,yes
HP:0006596,restricted chest movement,HP:0001382,joint hypermobility,yes,no,no,no,no,no
HP:6001170,limited shoulder internal rotation,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:6001170,limited shoulder internal rotation,HP:0430047,large joint hypermobilty,no,no,no,yes,no,no
HP:0006251,limited wrist extension,HP:0005639,hyperextensible hand joints,yes,no,no,yes,no,yes
HP:0006251,limited wrist extension,HP:0005722,hyperextensible thumb,yes,no,no,no,no,no
HP:0006251,limited wrist extension,HP:0001382,joint hypermobility,yes,no,no,no,no,yes
HP:0006251,limited wrist extension,HP:0430046,small joint hypermobilty,yes,no,no,yes,no,yes
